ID;Maquina;NumMaquina;Marca;OrdemReparacao;Actualizada;Avaria1;Avaria2;Avaria3;Avaria4;Avaria5;Avaria6;Avaria7;Avaria8;Avaria9;Avaria10;Avaria11;Avaria12;Avaria13;Avaria14;Avaria15;Avaria16;Avaria17;Avaria18;Avaria19;Avaria20;Avaria21;Avaria22;Avaria23;Avaria24;Avaria25;Avaria26;Avaria27;Avaria28;Avaria29;Avaria30;Extra1;Extra2;Extra3;Observacoes;DataTime;Acessorios;Tipo;ModeloElectrex;IntExt;Utilizador;Cliente;Link;LinkCheck;ModeloCheck
6458;OX HF 250 Pulse;1814877;Electrex;20181929;Sim;;Sub. Painel Fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Substituiçao do painel FR (derretido em volta da tomada)
Limpeza (maquina muito suja  no interior)";30/11/2018 16:09:16;Não;Inverter;;1;António Correia;Parsolda;;;
6459;OX HF 250 Pulse;1814872;Electrex;20181928;Sim;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;"Cabo de alimetaçao interrupido, fios queimados na ficha que liga MS ao circuito
Maquina muito suja de po com gordura no interior";30/11/2018 16:13:09;Não;Inverter;;1;António Correia;Parsolda;;;
6460;E230HF;828002;Electrex;20181931;Não;;;;;;;;;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;Cabo de alimentação interrompido;04/12/2018 09:32:30;Não;Inverter;;1;António Correia;Avesteel;;;
6461;E230HF;626029;Electrex;20181932;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Passagem a massa. Revisão geral e testes de soldadura;04/12/2018 10:53:14;Não;Inverter;;1;António Correia;Avesteel;;;
6462;E 230HF;828003;Electrex;20181934;Não;;;;;Pistas e outros componentes;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;"Reparaçao do circuito de entrada de corrente; substituiçao do micro controlador; revisao geral
Maquina muito suja no interior por po metalico e gorduroso";04/12/2018 11:57:17;Não;Inverter;;1;António Correia;Avesteel;;;
6463;E230HF;626150;Electrex;20181933;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Mau contacto ficha chicote sonda Hall;04/12/2018 12:25:58;Não;Inverter;;1;António Correia;Avesteel;;;
6464;E 230 HF;917023;Electrex;20181935;Não;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;Tetes de soldadura, durante os mesmos nao foi detectada qualquer anomalia no aparelho;04/12/2018 14:06:14;Não;Inverter;;1;António Correia;Avesteel;;;
6465;200LT;1529005;Electrex;20181939;Não;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;;;Potencia queimada;04/12/2018 16:59:21;Não;Inverter;;1;António Correia;Rexoldas;;;
6466;TP200AC/DC;1323033;Electrex;20181940;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;"Revisão geral e testes de soldadura; reparação de tocha.
Máquina com muito pó metalico";05/12/2018 15:04:02;Sim;Inverter;;1;António Correia;Final;;;
6467;DC191;746180;Electrex;20181944;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Circuito de potencia com diodos partidos; revisao geral";05/12/2018 15:35:44;Não;Inverter;;1;António Correia;Expressomáquinas, Lda;;;
6468;DC160;1445012;Electrex;20181942;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Cabo de alimentaçao com fio partido; revisao geral; reparaçao do cabo de soldadura";05/12/2018 15:37:26;Sim;Inverter;;1;António Correia;Final;;;
6469;TERO 202;1517023;Electrex;20181946;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Interruptor MMA/TIG partido; Reparaçao de pistas no circuito de potencia";06/12/2018 11:22:06;Não;Inverter;;1;António Correia;Terotecnica,lda;;;
6470;DC162;1717052;Electrex;20181947;Não;;;;;;;;Outros;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;;;"Suporte do dissipador e espaçadores partidos por queda; Potencia queimada";06/12/2018 11:24:29;Sim;Inverter;;1;António Correia;Almeidas Amaral;;;
6471;TP202;1717036;Electrex;20181948;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Máquina sem tensão de vazi, Esta avaria teve origem em queda ou pancada;06/12/2018 12:18:25;Não;Inverter;;1;António Correia;AG Gases Y Consumibles;;;
6472;200TP;1643079;Electrex;20181949;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Pista de flat cable interrompida
Revisão geral e testes de soldadura";06/12/2018 14:49:27;Sim;Inverter;;1;António Correia;Hemasol;;;
6473;E190HF;739416;Electrex;20181945;Não;;Sub. Painel Fr;;Diodos secundario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Circuito secundario (diodo); painel FR partido";07/12/2018 09:20:15;Não;Inverter;;1;Luciano Santos;Final;;;
6474;DC202;1744031;Electrex;20181963;Sim;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;;;Potencia queimada (passagem de pista para o dissipador);07/12/2018 11:20:30;Não;Inverter;;1;Luciano Santos;Maurício & Cia, Lda;;;
6475;E160Hf;818077;Electrex;20181964;Não;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;;;Potencia queimada;07/12/2018 11:24:50;Não;Inverter;;1;Luciano Santos;Pedro Brenha;;;
6476;DC202;1631008;Electrex;20181962;Não;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;Testes de soldadura, durante os mesmos nao foi detectada qualquer anomalia;07/12/2018 12:02:37;Não;Inverter;;1;Luciano Santos;Rexoldas;;;
6477;Mig 406 C;1405017;Electrex;20181919;Não;Controlador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlador avariado;07/12/2018 15:51:27;Não;Mig;DIGIT II MIG 406 C;1;Fernando Sousa;Metalsoc;;;1
6478;130;0000;Wurth;20181970;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Condensadores com as patas partidas (soltos no interior);10/12/2018 11:56:58;Não;Inverter;;1;Luciano Santos;Final;;;
6479;1500 Pro;0000;Electrex;20181971;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Recuperaçao de pistas queimadas;10/12/2018 12:14:42;Não;Inverter;;1;Luciano Santos;Final;;;
6480;160TP;906005;Electrex;20181831;Não;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;;;Potencia queimada;14/11/2018 08:33:06;Não;Inverter;;1;Luciano Santos;Blas - Represent. soldauras, S.L.;;;
6481;160TP;906005;Electrex;2018977;Não;;;;;;;;;;;;;;;;;;;Flat Cable;;Transistor IGBT;;;;;;;;;;;;;Potencia queimada;10/12/2018 08:33:06;Não;Inverter;;1;Luciano Santos;Blas - Represent. soldauras, S.L.;;;
6482;E230;644082;Electrex;20181978;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;;;"So veio o modulo
Potencia queimada, Recuperaçao de pistas";11/12/2018 08:13:30;Não;Inverter;;1;Luciano Santos;Blas - Represent. soldauras, S.L.;;;
6483;TP163;1839051;Electrex;20181983;Sim;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;"Mau contacto no flat de ligaçao do circuito de control ao frontal
Testes de soldadura";11-12-2018 13:51:04;Sim;Inverter;TP 163;1;Rui Filipe Matos;Sumasol;;;1
6484;TP162;1646040;Electrex;20181985;Não;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;Revisão geral e testes de soldadura, Durante os nossos testes de sopdadura não se verificou qualquer defeito no funcionamento todos os parametros estão dentro dos valores recomendados;11/12/2018 14:05:37;Não;Inverter;;1;Luciano Santos;Sumasol;;;
6485;DC202;1713080;Electrex;20181989;Sim;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;;;Potencia queimada;11/12/2018 16:05:25;Não;Inverter;;1;Luciano Santos;Sumasol;;;
6486;Mig 356 C Digit;1840112;Electrex;20181993;Sim;;;Motor do fio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Motor do fio avariado;11/12/2018 16:09:19;Não;Mig;DIGIT II MIG 356 C;1;Fernando Sousa;Fixacom;;;1
6487;TP161;1135031;Electrex;20181987;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Reparaçao do circuito de entrada de corrente (ponte rectificadora);12/12/2018 08:34:14;Não;Inverter;;1;Luciano Santos;Terotecnica,lda;;;
6488;DC170;0000000000000;Electrex;20181990;Não;;;;;;;;;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;Avaria cabo de alimentação e grelha de protecção do ventilador partida;12/12/2018 08:40:26;Não;Inverter;;1;Luciano Santos;Final;;;
6489;OX200;1749003;Electrex;20181991;Não;;;;;;;;Outros;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;"Cabo de alimentaçao com fios partidos
Substituiçao do alicate de massa";12/12/2018 09:42:15;Sim;Inverter;;1;Luciano Santos;Coprial;;;
6490;TP352AC/DC;1452014;Electrex;20181998;Não;;;;Diodos secundario;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;;;potencia queimada;13/12/2018 08:59:15;Sim;Inverter;;1;António Correia;Final;;;
6491;E160;439008;Electrex;20181997;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Transformmador de corrente queimado e pistas;13/12/2018 09:54:20;Não;Inverter;;1;António Correia;Final;;;
6492;DC203;1818104;Electrex;20182005;Sim;;;;;;;;;;;;Sub. Módulo;;;;;;;;;;;;;;;;;;;;;;Potencia queimada;13-12-2018 14:15:04;Não;Inverter;DC 203;1;Rui Filipe Matos;Sumasol;;;1
6493;TP302AC/DC;1331037;Electrex;20181981;Não;;;;;;;;;;;;;;;;;;;;;Transf. queimado;;;;;;;;;;;;;Transformador auxiliar queimado;13/12/2018 14:40:03;Não;Inverter;;1;António Correia;Sumasol;;;
6494;TP302AC/DC;1349033;Electrex;20182003;Não;;;;;;Circuito HF;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito Hf, Substituição de cabo de alimentação;13/12/2018 14:48:51;Não;Inverter;;1;António Correia;Elie Service - Soudage;;;
6495;PRO1800;122107;Electrex;20182004;Não;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora;;;;;;;;;;;;Ponte rectificadora queimada;13/12/2018 15:28:26;Não;Inverter;;1;António Correia;Elie Service - Soudage;;;
6496;160HFP;1748007;Electrex;20182006;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Electrovalvula bloqueada com cola de roscas;14/12/2018 09:27:23;Não;Inverter;;1;António Correia;Praxair Espanha;;;
6497;DC203;1828091;Electrex;20182029;Sim;;;;;;;;;;;;;Ventilador;;;;;;;;;;;;;;;;;;;;;Avaria ventilador. Revisão geral e testes de soldadura;17-12-2018 11:01:30;Sim;Inverter;DC 203;1;Rui Filipe Matos;Coroferma;;;1
6498;HF202;1404049;Electrex;20182030;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Cabo de alimentação interrompido;17/12/2018 13:43:41;Sim;Inverter;;1;António Correia;Mecanitor;;;
6499;DC162;1538001;Electrex;20182031;Não;;;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;Potencia queimada;17/12/2018 16:23:11;Sim;Inverter;;1;António Correia;Mecanitor;;;
6500;E230HF;626154;Electrex;20182035;Não;;;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;;Potencia queimada;18/12/2018 12:17:11;Não;Inverter;;1;António Correia;Avesteel;;;
6501;E230HF;000000000000000;Electrex;20182036;Não;;;;;;;;;;;;;;;;;;;;;;;Subst. Electrovalvula;;;;;;;;;;;Avaria de electrovalvula;18/12/2018 14:30:53;Não;Inverter;;1;António Correia;Avesteel;;;
6502;HF161;1242023;Electrex;20182043;Não;;;Sub. Painel Tr;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;potencia queimada e painel traseiro partido;19/12/2018 11:02:15;Sim;Inverter;;1;António Correia;Maurício & Cia, Lda;;;
6503;160;0000000000000000;Pecweld;20182046;Não;;;;;;;;;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;Avaria interruptor e cabo de alimentação;19/12/2018 11:53:38;Não;Inverter;;1;António Correia;Paramáquinas;;;
6504;Mig 306 C DIGIT;13 13 011;Electrex;20182008;Não;Controlador;;;;;;;;Indutância;;;;;;;;;;;;;;;;;;;;;;;;;Controlador avariado indutância derretida;19/12/2018 15:10:26;Sim;Mig;DIGIT II MIG 306 C;1;Fernando Sousa;Almeidas Amaral;;;1
6505;250HF;1620025;Electrex;20182048;Não;;;;;;Circuito HF;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito HF. Reparação e testes de soldadura;19/12/2018 15:17:53;Não;Inverter;;1;António Correia;Coprial;;;
6506;160HFP;1726040;Electrex;20182049;Sim;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Revisão geral e testes de soldadura. Aplicação de ficha cabo de alimentação;20/12/2018 09:45:07;Sim;Inverter;;1;António Correia;Electro Portugal, lda;;;
6507;DC202;1728066;Electrex;20182055;Não;;;Sub. Painel Tr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Painel traseiro partido;21/12/2018 13:14:13;Não;Inverter;;1;António Correia;Rexoldas;;;
6508;OX160;1625080;Electrex;20182056;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Substituiçao de peças partidas por queda do aparelho;21/12/2018 14:02:51;Não;Inverter;;1;António Correia;Rexoldas;;;
6509;DC200;00000000000;Electrex;20182057;Não;;;;;;;;;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;Cabo de alimentação interrompido;21/12/2018 14:53:05;Não;Inverter;;1;António Correia;Rexoldas;;;
6510;MAXIARC 200 LT;1528003;Electrex;20182058;Não;;Sub. Painel Fr;Sub. Painel Tr;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Substituiçao de paineis partidos, revisao geral, limpeza;21/12/2018 16:50:13;Não;Inverter;;1;António Correia;Rexoldas;;;
6511;DC221;1245021;Electrex;20182059;Não;;;;;;;;;Circuito frontal;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito controlo frontal;21/12/2018 16:57:42;Não;Inverter;;1;António Correia;Rexoldas;;;
6512;DC221;1245020;Electrex;20182060;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Reparaçao do circuito de control de corrente; desempenar das tampas; revisao geral";26/12/2018 11:49:17;Não;Inverter;;1;António Correia;Rexoldas;;;
6513;200HFP;1645079;Electrex;20182062;Não;;;;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;potencia queimada;26/12/2018 11:56:32;Não;Inverter;;1;António Correia;Electro Portugal, lda;;;
6514;TP202;1746019;Electrex;20182063;Sim;;;;;;;;;Circuito frontal;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito frontal Display;26/12/2018 11:58:01;Sim;Inverter;;1;António Correia;Final;;;
6515;E160;001048;Electrex;20182061;Não;;Sub. Painel Fr;Sub. Painel Tr;Diodos secundario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Reparaçao do circuito secundario; Substituiçao dos paineis FR e TR";26/12/2018 12:13:05;Não;Inverter;;1;António Correia;Final;;;
6516;Apollo II 200;1826057;Electrex;20182069;Sim;;;;;;;;;;;;Sub. Módulo;;;;;;;;;;;;;;;;;;;;;;Substituiçao do modulo de potencia;26/12/2018 16:51:08;Não;Inverter;;1;António Correia;Electro Portugal, lda;;;
6517;DC191;808036;Electrex;20182070;Não;;;;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;Potencia queimada;02/01/2019 09:34:02;Não;Inverter;;1;António Correia;Rexoldas;;;
6518;TIG162P;1811141;Electrex;00000000000000;Sim;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;"Revisão geral e testes de soldadura. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento. Todos os parametros estão dentro dos valores recomendados.
Tinha tempo de pré-gas muito longo";02/01/2019 14:10:34;Não;Inverter;;1;António Correia;Praxair Espanha;;;
6519;DC161;1309007;Electrex;20182071;Não;;Sub. Painel Fr;;Diodos secundario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Diodo secundario em curto circuito; painel fr partido";02/01/2019 15:32:57;Não;Inverter;;1;António Correia;Final;;;
6520;E230;713004;Electrex;20182076;Não;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;testes de soldadura, durante os mesmos nao foi detectada qualquer anomalia;02/01/2019 15:58:45;Não;Inverter;;1;António Correia;Avesteel;;;
6521;E230;713001;Electrex;20182077;Não;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;Revisão geral e testes de soldadura.;03/01/2019 07:52:15;Não;Inverter;;1;António Correia;Avesteel;;;
6522;E230;909012;Electrex;20182078;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Sem HF, substituiçao do micro controlador, Revisao geral;03/01/2019 15:27:50;Não;Inverter;;1;António Correia;Avesteel;;;
6523;E160;448064;Electrex;20182079;Não;;Sub. Painel Fr;Sub. Painel Tr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substituiçao das tampas TR eFR;03/01/2019 15:30:07;Não;Inverter;;1;António Correia;Final;;;
6524;TIG160P;17448077;Electrex;20190009;Sim;;;;;;;;;;;;;Ventilador;;;;;;;;;;;;;;;;;;;;;ventilador avariado;08/01/2019 11:54:59;Não;Inverter;;1;António Correia;Castro & Alves, Lda;;;
6525;TP202;1645006;Electrex;20190010;Não;;;;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;Potencia queimada;08/01/2019 14:57:45;Sim;Inverter;;1;António Correia;Castro & Alves, Lda;;;
6526;TIG202 Pulse;1713055;Electrex;20190011;Sim;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;"Cabo de alimentaçao com fios partidos; revisao geral, limpeza";08/01/2019 15:12:07;Sim;Inverter;;1;António Correia;Castro & Alves, Lda;;;
6527;160HF;943035;Electrex;20190014;Não;;;;;;;;;;;;;;;;Tocha;;;;;;;;;;;;;;;;;;Revisão geral e testes de soldadura. Reparação de tocha;09/01/2019 08:51:26;Sim;Inverter;;1;António Correia;Final;;;
6528;Transtig 1700;19212118;Fronius;20190015;Não;;;;;;;Sem defeito;;;;;;;;;Tocha;;;;;;;;;;;;;;;;;;"Testes de soldadura , durante os mesmos nao foi detectada qualquer anomalia
Reparaçao da tocha e cabo de massa";09/01/2019 09:14:10;Sim;Inverter;;1;António Correia;Final;;;
6529;E160;937023;Electrex;20190016;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Reforço de soldaduras e recuperação de pistas queimadas;09/01/2019 10:05:46;Não;Inverter;;1;António Correia;Rexoldas;;;
6530;DC 202;1729069;Electrex;20190017;Não;;;;;;;;;;;;;Ventilador;;;;;;;;;;;;;;;;;;;;;Substituiçao do ventilador;09/01/2019 10:27:42;Não;Inverter;;1;António Correia;Rexoldas;;;
6531;E1960;504066;Electrex;20190023;Não;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora;;;;;;;;;;;;Ponte queimada;09/01/2019 11:30:10;Sim;Inverter;;1;António Correia;Coprial;;;
6532;223;0000;Tigmig;20190019;Não;;;;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;"Testes de soldadura, durante os mesmos nao foi detectada qualquer anomalia
Revisao geral, limpeza";09/01/2019 12:14:46;Sim;Mig;;1;António Correia;Final;;;
6533;E160;629089;Electrex;20190024;Não;;;Sub. Painel Tr;;;;;;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;Avaria de reles,queimados, pistas interrompidas, e paineis partidos;09/01/2019 14:13:45;Não;Inverter;;1;António Correia;Coprial;;;
6534;TP161;1135031;Electrex;20190047;Não;;;;Diodos secundario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Diodos secundario em curto circuito;10/01/2019 10:06:16;Não;Inverter;;1;António Correia;Terotecnica,lda;;;
6535;TP202;1709017;Electrex;20190026;Não;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;Revisão geral e testes de soldadura. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento. Todos os parametros estão dentro dos valores recomendados;10/01/2019 14:10:29;Sim;Inverter;;1;António Correia;Final;;;
6536;TP161;1104102;Electrex;20190031;Não;;;;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;Potencia queimada;10/01/2019 14:49:06;Não;Inverter;;1;António Correia;Final;;;
6537;Buddy TIG 160;0000;Esab;20190062;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Reparaçao do circuito do MS (soldas e fios), revisao geral
Reparaçao do cabo de massa";11/01/2019 10:34:40;Sim;Inverter;;1;Luciano Santos;Rexoldas;;;
6538;TP221;1339017;Electrex;20190065;Não;;;;;;;;;;;;;;;;;;;;;;Ponte rectificadora;;;;;;;;;;;;Avaria ponte em curto circuito;11/01/2019 10:46:49;Não;Inverter;;1;Luciano Santos;Valinox;;;
6539;DC162;1811156;Electrex;20190072;Sim;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;"Testes de soldadura, durante os mesmos nao foi detectada qualquer anomalia,
Limpeza (po metalico no interior)
Aconselhar cliente a subst o cabo de soldadura( esta com o isolamento danificado em varios sitios)";11/01/2019 11:28:03;Sim;Inverter;;1;Luciano Santos;Almeidas Amaral;;;
6540;OX200;0000;Electrex;20190067;Não;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;"Testes de soldadura, durante os mesmos nao foi detectada qualquer anomalia,
Limpeza";11/01/2019 12:27:21;Não;Inverter;;1;Luciano Santos;Fozmaquinas;;;
6541;TP203;1810073;Electrex;20190068;Sim;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;"Revisão geral e testes de soldadura. Durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamento.
Tinha tempo muito longo de Pré-gas e rampas de subida e descida.";11-01-2019 14:07:38;Não;Inverter;TP 203;1;Rui Filipe Matos;Motrinde;;;1
6542;DC212;0000;Electrex;20190070;Não;;;;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;Potencia queimada;11/01/2019 15:19:23;Não;Inverter;;1;Luciano Santos;Final;;;
6543;TIGAC/DC315;00000000000;WTL;20190071;Não;;;;;;;;;Circuito frontal;;;;;;;;;;;;;;;;;;;;;;;;;Avaria comutador MMA/TIG 2T/4T;14/01/2019 09:49:33;Não;Inverter;;1;António Correia;Anguloperfil;;;
6544;POWERMAX150;26514342;Castolin;201090081;Não;;;;;;;;;;;;;Ventilador;;;;;;;;;;;;;;;;;;;;;Avaria ventilador;14/01/2019 10:44:21;Não;Inverter;;1;António Correia;Final;;;
6545;Powermax 150;0000;Castolin;20190080;Não;;;;;Pistas e outros componentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Sustituiçao de condensador do circuito de entrada de corrente (partido por queda); revisao geral";14/01/2019 10:58:09;Não;Inverter;;1;António Correia;Metalsoc;;;
6546;DC191;1321009;Electrex;20190018;Não;;;;;;;;;;;;;;;;;;;;;;;;Transistor IGBT;;;;;;;;;;Potencia queimada;16/01/2019 09:58:11;Não;Inverter;;1;António Correia;Electroantuã;;;
6547;E160;348108;Electrex;20190085;Não;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;;;Substituiçao da ficha macho que estava sem terra, substituiçao das tomadas, revisao geral;16/01/2019 11:06:50;Não;Inverter;;1;António Correia;Final;;;
6548;TP252;1626034;Electrex;20190086;Não;;;;;;Circuito HF;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Avaria circuito HF; indutancia HF queimada";16/01/2019 12:03:20;Não;Inverter;;1;António Correia;Castro & Alves, Lda;;;
6549;MMA110;0000;Giant;20190088;Não;;;;;;;;Outros;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;"Reparaçao do circuito de entrada de corrente; revisao geral";16/01/2019 13:54:09;Não;Inverter;;1;António Correia;Final;;;
6550;E230TP;828104;Electrex;20190093;Não;;;;;;Circuito HF;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avaria circuito HF;16/01/2019 15:30:35;Não;Inverter;;1;António Correia;Serimm;;;
6551;DC250;1520057;Electrex;20190094;Não;;;;;;;;;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;"Substituiçao do cabo de alimentaçao (fio partido); Limpeza e isolamento dos dissipadores dos IGBT´s";16/01/2019 15:57:06;Não;Inverter;;1;António Correia;Serimm;;;
6552;202;1517027;Electrex;20190095;Não;;Sub. Painel Fr;Sub. Painel Tr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paineis partidos e tomadas de soldadura queimadas;17/01/2019 08:48:53;Não;Inverter;;1;António Correia;Terotecnica,lda;;;
6553;DC191;1252004;Electrex;20190096;Não;;;Sub. Painel Tr;Diodos secundario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Maquina com painel tr e diodos do secundarios partidos por queda do aparelho;17/01/2019 09:18:32;Não;Inverter;;1;António Correia;Terotecnica,lda;;;
6554;TIG350AC/DC;1526058;Electrex;20190097;Não;;;;;;;;;;;;Sub. Módulo;;;;;;;;;;;;;;;;;;;;;;Avaria módulo de secundario;17/01/2019 14:41:52;Não;Inverter;;1;António Correia;Electro Portugal, lda;;;
6555;250HFP;18222075;Electrex;20190098;Sim;;;;;;;;;;;;;;;;;Circuito controlo;;;;;;;;;;;;;;;;;Avaria circuito controlo;17/01/2019 16:06:52;Não;Inverter;;1;António Correia;Electro Portugal, lda;;;
6556;300TIG Pulse;948025;Electrex;20181344;Não;;;;Diodos secundario;;;;;;;;;;;;Tocha;;;;;;;;Transistor IGBT;;;;;;;;;;Reparaçao do crcuito Primario e secundario de potencia, Substituiçao da bomba de agua do refrigerador, reparaçao da tocha, Revisao geral;17/01/2019 16:32:23;Não;Inverter;;1;António Correia;Castro & Alves, Lda;;;
6557;TP322AC/DC;1816114;Electrex;20190115;Sim;;;;;;;Sem defeito;;;;;;;;;;;;;;;;;;;;;;;;;;;"Revisão geral e testes de soldadura. durante os nossos testes de soldadura não se verificou qualquer defeito no funcionamneto.
tempo de pre gas muito longo";18/01/2019 07:55:25;Sim;Inverter;;1;António Correia;Final;;;
6558;TP161;1139006;Electrex;20190099;Não;;;;;;;;;;;;;Ventilador;;;;;;;;;;;;;;;;;;;;;Substituiçao do ventilador;18/01/2019 08:27:11;Não;Inverter;;1;António Correia;Final;;;
6559;TIG160;0700300886;Esab;20190106;Não;;;;;;Circuito HF;;;;;;;;;;;;;;;;;;;;;;;;;;;;Reparaçao do circuito de HF, revisao geral;18/01/2019 10:17:09;Sim;Inverter;;1;António Correia;Bricofel;;;
6560;V145S;00000;Lincoln;201090107;Não;;;;;;;;;;;;;;;;;;;;Cabo de alimentação;;;;;;;;;;;;;;Substituição de cabo de alimentação e inetrruptor;18/01/2019 10:36:46;Não;Inverter;;1;António Correia;Coprial;;;
